,0,1,2,3,4,5,6,7
0,40.62356025401932,48.483904974865474,52.004063310719076,54.95643426375264,59.43351475611434,66.565689642695,55.20926848054938,55.961532075685355
1,57.26374949298014,43.509403833450015,46.745450941998875,60.66086929922983,49.732735708971816,64.76302595164708,67.94073690005457,60.64860689585592
2,43.251366873380064,54.80027617769861,54.2253196451258,58.111714770792744,51.61095317010916,52.248715339355016,56.801771170672744,54.74003871544833
3,58.32137266500903,45.01411683566427,52.64225016078731,73.85752401726404,57.08057718836128,50.30728738633797,48.414372064520016,48.17113387833074
4,59.28643540614011,41.99452056322405,44.97741563580474,48.86704811821793,52.30572386640011,51.32894705786247,58.46518019113295,46.24711114567106
5,56.152677444062505,55.345288513866265,53.247038029093666,56.19553120529957,47.2049011812896,54.36771342887484,57.860539207332906,44.12367740550293
6,44.642679907510846,55.70964033542718,50.601969043224,48.11256420324499,64.44817095239257,56.39679519723179,45.17537074445894,46.953757795462536
7,50.6546155972134,62.44594212232831,52.70545125453628,51.26333160673508,59.98481693213261,44.185967839959,50.14989321429007,61.45992195268411
8,54.287485126185494,45.179399675414835,51.27032113347419,60.277752723338224,53.51968589784051,39.94353611897131,44.520835357563904,58.680186544921895
9,42.18685369524437,49.99960586147032,52.83655667608622,40.775738212796504,51.90846448387543,54.251302972920584,53.68156409529497,60.921297955932246
