,0,1,2,3,4,5,6,7
0,52.46857983852582,57.34568801186009,78.25210945150285,79.04179903566515,62.72045250262277,72.53036812885546,69.37805033036757,60.37175231809536
1,68.29616650229715,54.015076011030416,59.402928957075005,80.2546208171466,56.29285776210468,74.00757534537969,66.51933877961868,71.18213005624602
2,50.24214258492694,71.43814805036585,75.27027172473126,86.62712817716134,60.17384132701066,64.96204260551377,62.51984108598419,55.38303700770399
3,65.11287319990807,55.99321131141922,59.83093841676512,77.55465593983317,70.8304208342004,64.30225345663864,63.16059954529628,63.233250408102265
4,80.07994537490609,60.513902453219764,52.96543332288885,56.55332763787197,73.56023660409157,74.98145193667268,60.58081006149122,55.22375620474621
5,76.76648403818893,64.22645286859185,66.9680139417459,67.10203462945606,66.9197016566927,65.83539320161137,74.91038996228262,52.969847316260534
6,64.16411432977131,70.79388923542452,78.35139230169459,51.49113656422106,61.52479190308783,68.53740365209869,64.87633123305953,66.16285145587071
7,69.3526039686989,67.08945484586039,58.489213965562556,60.355054956198494,81.28136153246021,61.19573308214436,53.21938239020355,78.2299884384092
8,79.5558119702546,52.099762320872465,59.787716253644604,69.65192808911786,75.05246131429313,55.31059760191012,56.19296905370766,78.80875790519707
9,50.566248604259556,61.404770014727085,68.5934864035743,53.59870003706291,63.297204041832956,74.67961510272255,66.1306331323398,79.17197444797102
