,0,1,2,3,4,5,6,7
0,5.564198627225654,26.826132892097956,110.38955166511317,115.02920223820966,46.273964328901386,85.81842070410696,73.50206262405771,35.54976777168293
1,71.69466409525722,11.467175182196652,33.96655083491007,117.64385655085037,25.72435071368236,95.40397185465724,63.12028368326094,83.04178550473159
2,1e-05,81.87362313411498,96.55027270459212,144.2884042512337,38.509493644056796,56.31370662401464,50.16894242495266,17.00699374221945
3,65.34017670147033,26.472883725294015,43.00186869431024,109.88418051335235,85.46409607616208,61.30941647303357,56.90186096381853,57.175284787457834
4,125.40658752898898,41.410104278949795,9.830269994525333,30.75814575095555,98.13815002070217,103.96958909488167,42.96731495318255,23.796405645616055
5,102.3686306290306,53.658852972728745,65.94474465247971,64.89045522132216,66.94595373537071,60.941417718328495,95.3018125492475,7.391760854242456
6,57.93594473378045,83.73424319216873,113.13605262083556,5.490695457408763,45.450221224540414,74.16361720241304,59.40399425837729,65.77753688589297
7,74.12895978812304,65.65022545729265,30.274018737732906,40.39462194512183,124.13438736968993,44.035450404995096,11.620546203649075,107.63644837549666
8,115.32713914376099,4.874960117446954,35.80380920361269,77.13286011748936,96.6833415401408,20.81689201800903,24.193773451457353,111.0358876108008
9,5.251502024254704,46.37370773215303,76.14468456866,16.061475230577464,57.1259475892571,98.94835855785716,67.03146691166764,118.6359359850454
