,0,1,2,3,4,5,6,7
0,40.617487737484346,48.58780872615257,52.07386436742587,55.00691973580083,59.49755499771171,66.73402512822673,55.37735662199254,56.11841189100361
1,57.383051238361084,43.35098640159119,46.86004760788934,60.75989281746329,49.71244219603442,65.18543310105761,67.99769752436579,60.688722286270234
2,43.359427211203155,54.96031997886497,54.35635935742951,58.19999157407611,51.71110504384911,52.208647786148596,57.034535851746,54.8324076413157
3,58.40578310042309,45.150485650127266,52.80416902729048,73.98367544614844,57.228839536728046,50.394047191017115,48.458403345892044,48.18569089200421
4,59.41607692480966,42.04159282938968,45.08213243419309,48.988749572632265,52.47926222284096,51.453321286052734,58.53464863370265,46.24028514176293
5,56.29620658400161,55.51822994700704,53.335239147777706,56.24627708322378,47.32306948438491,54.48010778232461,57.93831075213605,44.23685612393356
6,44.859621990276636,55.79404445082357,50.67728786144008,48.20221652910494,64.53929826650415,56.57261859636398,45.1975993965008,46.993144215542884
7,50.8728465623149,62.5854149181986,52.77405983904055,51.34482471688418,60.02630144615724,44.30986899282348,50.23741762519288,61.6084888268006
8,54.31393845964852,45.298274056266116,51.30715643428806,60.390474892590156,53.722158285088405,40.055493762033485,44.6266008326536,58.82524646965017
9,42.33052789243338,50.03947053635868,52.99827363413802,40.8008486878511,52.01765040524943,54.2951174936847,53.83410524296555,61.06580833782413
